actual_player,predicted_player,top_3_predictions,top_3_correct,top_5_predictions,top_5_correct,top_7_predictions,top_7_correct,top_10_predictions,top_10_correct
Linas Kleiza,Linas Kleiza,"['Nene Hilario', 'J.R. Smith', 'Linas Kleiza']",True,"['Ty Lawson', 'Kenyon Martin', 'Nene Hilario', 'J.R. Smith', 'Linas Kleiza']",True,"['Carmelo Anthony', 'Chris Andersen', 'Ty Lawson', 'Kenyon Martin', 'Nene Hilario', 'J.R. Smith', 'Linas Kleiza']",True,"['Kenneth Faried', 'Anthony Carter', 'Chauncey Billups', 'Carmelo Anthony', 'Chris Andersen', 'Ty Lawson', 'Kenyon Martin', 'Nene Hilario', 'J.R. Smith', 'Linas Kleiza']",True
Quinton Ross,Rudy Gay,"['Zach Randolph', 'Quinton Ross', 'Rudy Gay']",True,"['Mike Conley', 'O.J. Mayo', 'Zach Randolph', 'Quinton Ross', 'Rudy Gay']",True,"['Marc Gasol', 'Hakim Warrick', 'Mike Conley', 'O.J. Mayo', 'Zach Randolph', 'Quinton Ross', 'Rudy Gay']",True,"['Kyle Lowry', 'Darrell Arthur', 'Mike Miller', 'Marc Gasol', 'Hakim Warrick', 'Mike Conley', 'O.J. Mayo', 'Zach Randolph', 'Quinton Ross', 'Rudy Gay']",True
Drew Gooden,Ben Gordon,"['Derrick Rose', 'Andres Nocioni', 'Ben Gordon']",False,"['Aaron Gray', 'Carlos Boozer', 'Derrick Rose', 'Andres Nocioni', 'Ben Gordon']",False,"['Joakim Noah', 'Brad Miller', 'Aaron Gray', 'Carlos Boozer', 'Derrick Rose', 'Andres Nocioni', 'Ben Gordon']",False,"['Luol Deng', 'Kirk Hinrich', 'Drew Gooden', 'Joakim Noah', 'Brad Miller', 'Aaron Gray', 'Carlos Boozer', 'Derrick Rose', 'Andres Nocioni', 'Ben Gordon']",True
Roger Mason,Roger Mason,"['Michael Finley', 'Manu Ginobili', 'Roger Mason']",True,"['Tim Duncan', 'Matt Bonner', 'Michael Finley', 'Manu Ginobili', 'Roger Mason']",True,"['Tony Parker', 'Richard Jefferson', 'Tim Duncan', 'Matt Bonner', 'Michael Finley', 'Manu Ginobili', 'Roger Mason']",True,"['Kawhi Leonard', 'Bruce Bowen', 'George Hill', 'Tony Parker', 'Richard Jefferson', 'Tim Duncan', 'Matt Bonner', 'Michael Finley', 'Manu Ginobili', 'Roger Mason']",True
Shawn Marion,Udonis Haslem,"['Dwyane Wade', 'Michael Beasley', 'Udonis Haslem']",False,"['Mario Chalmers', 'Shane Battier', 'Dwyane Wade', 'Michael Beasley', 'Udonis Haslem']",False,"['Ray Allen', 'Yakhouba Diawara', 'Mario Chalmers', 'Shane Battier', 'Dwyane Wade', 'Michael Beasley', 'Udonis Haslem']",False,"['LeBron James', 'Norris Cole', 'Mike Miller', 'Ray Allen', 'Yakhouba Diawara', 'Mario Chalmers', 'Shane Battier', 'Dwyane Wade', 'Michael Beasley', 'Udonis Haslem']",False
Dirk Nowitzki,Brandon Bass,"['Antoine Wright', 'Dirk Nowitzki', 'Brandon Bass']",True,"['Devean George', 'DeSagana Diop', 'Antoine Wright', 'Dirk Nowitzki', 'Brandon Bass']",True,"['Brendan Haywood', 'Erick Dampier', 'Devean George', 'DeSagana Diop', 'Antoine Wright', 'Dirk Nowitzki', 'Brandon Bass']",True,"['Jason Kidd', 'J.J. Barea', 'Jason Terry', 'Brendan Haywood', 'Erick Dampier', 'Devean George', 'DeSagana Diop', 'Antoine Wright', 'Dirk Nowitzki', 'Brandon Bass']",True
Mike Dunleavy,Jarrett Jack,"['Marquis Daniels', 'Jeff Foster', 'Jarrett Jack']",False,"['Danny Granger', 'Rasho Nesterovic', 'Marquis Daniels', 'Jeff Foster', 'Jarrett Jack']",False,"['Troy Murphy', 'Roy Hibbert', 'Danny Granger', 'Rasho Nesterovic', 'Marquis Daniels', 'Jeff Foster', 'Jarrett Jack']",False,"['T.J. Ford', 'Mike Dunleavy', 'Stephen Graham', 'Troy Murphy', 'Roy Hibbert', 'Danny Granger', 'Rasho Nesterovic', 'Marquis Daniels', 'Jeff Foster', 'Jarrett Jack']",True
Udonis Haslem,Mario Chalmers,"['Udonis Haslem', 'Michael Beasley', 'Mario Chalmers']",True,"['Shawn Marion', 'Dwyane Wade', 'Udonis Haslem', 'Michael Beasley', 'Mario Chalmers']",True,"['Daequan Cook', 'Joel Anthony', 'Shawn Marion', 'Dwyane Wade', 'Udonis Haslem', 'Michael Beasley', 'Mario Chalmers']",True,"['Ray Allen', 'Norris Cole', 'LeBron James', 'Daequan Cook', 'Joel Anthony', 'Shawn Marion', 'Dwyane Wade', 'Udonis Haslem', 'Michael Beasley', 'Mario Chalmers']",True
Travis Outlaw,Travis Outlaw,"['Steve Blake', 'Wesley Matthews', 'Travis Outlaw']",True,"['Zach Randolph', 'LaMarcus Aldridge', 'Steve Blake', 'Wesley Matthews', 'Travis Outlaw']",True,"['Nicolas Batum', 'Rudy Fernandez', 'Zach Randolph', 'LaMarcus Aldridge', 'Steve Blake', 'Wesley Matthews', 'Travis Outlaw']",True,"['Will Barton', 'Sergio Rodriguez', 'Brandon Roy', 'Nicolas Batum', 'Rudy Fernandez', 'Zach Randolph', 'LaMarcus Aldridge', 'Steve Blake', 'Wesley Matthews', 'Travis Outlaw']",True
Ronald Murray,Joe Johnson,"['Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['Monta Ellis', 'Marvin Williams', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['J.R. Smith', 'Dwight Howard', 'Monta Ellis', 'Marvin Williams', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['Carmelo Anthony', 'Jarrett Jack', 'Deron Williams', 'J.R. Smith', 'Dwight Howard', 'Monta Ellis', 'Marvin Williams', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False
Courtney Lee,Dwight Howard,"['Courtney Lee', 'Hedo Turkoglu', 'Dwight Howard']",True,"['Jameer Nelson', 'J.J. Redick', 'Courtney Lee', 'Hedo Turkoglu', 'Dwight Howard']",True,"['Grant Hill', 'Anthony Johnson', 'Jameer Nelson', 'J.J. Redick', 'Courtney Lee', 'Hedo Turkoglu', 'Dwight Howard']",True,"['Mickael Pietrus', 'Marcin Gortat', 'Rashard Lewis', 'Grant Hill', 'Anthony Johnson', 'Jameer Nelson', 'J.J. Redick', 'Courtney Lee', 'Hedo Turkoglu', 'Dwight Howard']",True
Andris Biedrins,Andris Biedrins,"['Anthony Randolph', 'Anthony Morrow', 'Andris Biedrins']",True,"['C.J. Watson', 'David Lee', 'Anthony Randolph', 'Anthony Morrow', 'Andris Biedrins']",True,"['Corey Maggette', 'Andre Iguodala', 'C.J. Watson', 'David Lee', 'Anthony Randolph', 'Anthony Morrow', 'Andris Biedrins']",True,"['Stephen Jackson', 'Al Harrington', 'Monta Ellis', 'Corey Maggette', 'Andre Iguodala', 'C.J. Watson', 'David Lee', 'Anthony Randolph', 'Anthony Morrow', 'Andris Biedrins']",True
Jordan Farmar,Andrew Bynum,"['Derek Fisher', 'Kobe Bryant', 'Andrew Bynum']",False,"['Lamar Odom', 'Jordan Farmar', 'Derek Fisher', 'Kobe Bryant', 'Andrew Bynum']",True,"['Josh Powell', 'Pau Gasol', 'Lamar Odom', 'Jordan Farmar', 'Derek Fisher', 'Kobe Bryant', 'Andrew Bynum']",True,"['Didier Ilunga-Mbenga', 'Jodie Meeks', 'Luke Walton', 'Josh Powell', 'Pau Gasol', 'Lamar Odom', 'Jordan Farmar', 'Derek Fisher', 'Kobe Bryant', 'Andrew Bynum']",True
Anthony Carter,Carmelo Anthony,"['Arron Afflalo', 'Anthony Carter', 'Carmelo Anthony']",True,"['Allen Iverson', 'J.R. Smith', 'Arron Afflalo', 'Anthony Carter', 'Carmelo Anthony']",True,"['Al Harrington', 'Chauncey Billups', 'Allen Iverson', 'J.R. Smith', 'Arron Afflalo', 'Anthony Carter', 'Carmelo Anthony']",True,"['Chris Andersen', 'Nene Hilario', 'Andre Miller', 'Al Harrington', 'Chauncey Billups', 'Allen Iverson', 'J.R. Smith', 'Arron Afflalo', 'Anthony Carter', 'Carmelo Anthony']",True
Marc Gasol,Mike Conley,"['O.J. Mayo', 'Marc Gasol', 'Mike Conley']",True,"['Hakim Warrick', 'Kyle Lowry', 'O.J. Mayo', 'Marc Gasol', 'Mike Conley']",True,"['Mike Miller', 'Rudy Gay', 'Hakim Warrick', 'Kyle Lowry', 'O.J. Mayo', 'Marc Gasol', 'Mike Conley']",True,"['Lawrence Roberts', 'Pau Gasol', 'Marko Jaric', 'Mike Miller', 'Rudy Gay', 'Hakim Warrick', 'Kyle Lowry', 'O.J. Mayo', 'Marc Gasol', 'Mike Conley']",True
Rodney Carney,Randy Foye,"['Mike Miller', 'Kevin Love', 'Randy Foye']",False,"['Ryan Gomes', 'Luke Ridnour', 'Mike Miller', 'Kevin Love', 'Randy Foye']",False,"['Joe Johnson', 'Corey Brewer', 'Ryan Gomes', 'Luke Ridnour', 'Mike Miller', 'Kevin Love', 'Randy Foye']",False,"['Josh Smith', 'Rodney Carney', 'Craig Smith', 'Joe Johnson', 'Corey Brewer', 'Ryan Gomes', 'Luke Ridnour', 'Mike Miller', 'Kevin Love', 'Randy Foye']",True
Ray Allen,Ray Allen,"['Rajon Rondo', 'Tony Allen', 'Ray Allen']",True,"['Kevin Garnett', 'Paul Pierce', 'Rajon Rondo', 'Tony Allen', 'Ray Allen']",True,"['Stephon Marbury', 'Kendrick Perkins', 'Kevin Garnett', 'Paul Pierce', 'Rajon Rondo', 'Tony Allen', 'Ray Allen']",True,"['Eddie House', 'Leon Powe', 'Glen Davis', 'Stephon Marbury', 'Kendrick Perkins', 'Kevin Garnett', 'Paul Pierce', 'Rajon Rondo', 'Tony Allen', 'Ray Allen']",True
T.J. Ford,T.J. Ford,"['Mike Dunleavy', 'Roy Hibbert', 'T.J. Ford']",True,"['Jarrett Jack', 'Jeff Foster', 'Mike Dunleavy', 'Roy Hibbert', 'T.J. Ford']",True,"['Marquis Daniels', 'Troy Murphy', 'Jarrett Jack', 'Jeff Foster', 'Mike Dunleavy', 'Roy Hibbert', 'T.J. Ford']",True,"['Paul George', 'Rasho Nesterovic', 'Danny Granger', 'Marquis Daniels', 'Troy Murphy', 'Jarrett Jack', 'Jeff Foster', 'Mike Dunleavy', 'Roy Hibbert', 'T.J. Ford']",True
Arron Afflalo,Jason Maxiell,"['Rasheed Wallace', 'Richard Hamilton', 'Jason Maxiell']",False,"['Antonio McDyess', 'Rodney Stuckey', 'Rasheed Wallace', 'Richard Hamilton', 'Jason Maxiell']",False,"['Tayshaun Prince', 'Kwame Brown', 'Antonio McDyess', 'Rodney Stuckey', 'Rasheed Wallace', 'Richard Hamilton', 'Jason Maxiell']",False,"['Amir Johnson', 'Chauncey Billups', 'Arron Afflalo', 'Tayshaun Prince', 'Kwame Brown', 'Antonio McDyess', 'Rodney Stuckey', 'Rasheed Wallace', 'Richard Hamilton', 'Jason Maxiell']",True
Eric Gordon,Eric Gordon,"['Chris Kaman', 'Brian Skinner', 'Eric Gordon']",True,"['Marcus Camby', 'DeAndre Jordan', 'Chris Kaman', 'Brian Skinner', 'Eric Gordon']",True,"['Blake Griffin', 'Baron Davis', 'Marcus Camby', 'DeAndre Jordan', 'Chris Kaman', 'Brian Skinner', 'Eric Gordon']",True,"['Chris Paul', 'Al Thornton', 'Jamal Crawford', 'Blake Griffin', 'Baron Davis', 'Marcus Camby', 'DeAndre Jordan', 'Chris Kaman', 'Brian Skinner', 'Eric Gordon']",True
Josh Howard,Josh Howard,"['Shawne Williams', 'Jason Terry', 'Josh Howard']",True,"['Dirk Nowitzki', 'Vince Carter', 'Shawne Williams', 'Jason Terry', 'Josh Howard']",True,"['Jason Kidd', 'Shawn Marion', 'Dirk Nowitzki', 'Vince Carter', 'Shawne Williams', 'Jason Terry', 'Josh Howard']",True,"['Ryan Hollins', 'Tyson Chandler', 'Jerry Stackhouse', 'Jason Kidd', 'Shawn Marion', 'Dirk Nowitzki', 'Vince Carter', 'Shawne Williams', 'Jason Terry', 'Josh Howard']",True
Shaquille O'Neal,Shaquille O'Neal,"['Leandro Barbosa', 'Matt Barnes', ""Shaquille O'Neal""]",True,"['Lou Amundson', 'Jared Dudley', 'Leandro Barbosa', 'Matt Barnes', ""Shaquille O'Neal""]",True,"['Grant Hill', 'Steve Nash', 'Lou Amundson', 'Jared Dudley', 'Leandro Barbosa', 'Matt Barnes', ""Shaquille O'Neal""]",True,"['Markieff Morris', 'Raja Bell', 'Jason Richardson', 'Grant Hill', 'Steve Nash', 'Lou Amundson', 'Jared Dudley', 'Leandro Barbosa', 'Matt Barnes', ""Shaquille O'Neal""]",True
Kevin Love,Kevin Love,"['Craig Smith', 'Corey Brewer', 'Kevin Love']",True,"['Luke Ridnour', 'Randy Foye', 'Craig Smith', 'Corey Brewer', 'Kevin Love']",True,"['Mike Miller', 'Joe Johnson', 'Luke Ridnour', 'Randy Foye', 'Craig Smith', 'Corey Brewer', 'Kevin Love']",True,"['Josh Smith', 'Kevin Garnett', 'Al Jefferson', 'Mike Miller', 'Joe Johnson', 'Luke Ridnour', 'Randy Foye', 'Craig Smith', 'Corey Brewer', 'Kevin Love']",True
Chris Duhon,Al Harrington,"['Chris Duhon', 'David Lee', 'Al Harrington']",True,"['Carmelo Anthony', ""Amar'e Stoudemire"", 'Chris Duhon', 'David Lee', 'Al Harrington']",True,"['Eddy Curry', 'Nate Robinson', 'Carmelo Anthony', ""Amar'e Stoudemire"", 'Chris Duhon', 'David Lee', 'Al Harrington']",True,"['Quentin Richardson', 'Jamal Crawford', 'Channing Frye', 'Eddy Curry', 'Nate Robinson', 'Carmelo Anthony', ""Amar'e Stoudemire"", 'Chris Duhon', 'David Lee', 'Al Harrington']",True
John Salmons,Jason Thompson,"['John Salmons', 'Francisco Garcia', 'Jason Thompson']",True,"['Donte Greene', 'Kevin Martin', 'John Salmons', 'Francisco Garcia', 'Jason Thompson']",True,"['DeMarcus Cousins', 'Brad Miller', 'Donte Greene', 'Kevin Martin', 'John Salmons', 'Francisco Garcia', 'Jason Thompson']",True,"['Spencer Hawes', 'Beno Udrih', 'Isaiah Thomas', 'DeMarcus Cousins', 'Brad Miller', 'Donte Greene', 'Kevin Martin', 'John Salmons', 'Francisco Garcia', 'Jason Thompson']",True
Ronny Turiaf,Ronny Turiaf,"['Kelenna Azubuike', 'Monta Ellis', 'Ronny Turiaf']",True,"['Jamal Crawford', 'Stephen Curry', 'Kelenna Azubuike', 'Monta Ellis', 'Ronny Turiaf']",True,"['Corey Maggette', 'Klay Thompson', 'Jamal Crawford', 'Stephen Curry', 'Kelenna Azubuike', 'Monta Ellis', 'Ronny Turiaf']",True,"['Jarrett Jack', 'Stephen Jackson', 'David Lee', 'Corey Maggette', 'Klay Thompson', 'Jamal Crawford', 'Stephen Curry', 'Kelenna Azubuike', 'Monta Ellis', 'Ronny Turiaf']",True
Ronnie Price,Paul Millsap,"['Ronnie Price', 'Ronnie Brewer', 'Paul Millsap']",True,"['Deron Williams', 'Mehmet Okur', 'Ronnie Price', 'Ronnie Brewer', 'Paul Millsap']",True,"['Brevin Knight', 'Matt Harpring', 'Deron Williams', 'Mehmet Okur', 'Ronnie Price', 'Ronnie Brewer', 'Paul Millsap']",True,"['Kyle Korver', 'Gordon Hayward', 'Trey Burke', 'Brevin Knight', 'Matt Harpring', 'Deron Williams', 'Mehmet Okur', 'Ronnie Price', 'Ronnie Brewer', 'Paul Millsap']",True
Elton Brand,Lou Williams,"['Samuel Dalembert', 'Elton Brand', 'Lou Williams']",True,"['Jrue Holiday', 'Andre Iguodala', 'Samuel Dalembert', 'Elton Brand', 'Lou Williams']",True,"['Thaddeus Young', 'Andre Miller', 'Jrue Holiday', 'Andre Iguodala', 'Samuel Dalembert', 'Elton Brand', 'Lou Williams']",True,"['Jodie Meeks', 'Evan Turner', 'Marreese Speights', 'Thaddeus Young', 'Andre Miller', 'Jrue Holiday', 'Andre Iguodala', 'Samuel Dalembert', 'Elton Brand', 'Lou Williams']",True
Erick Dampier,Erick Dampier,"['Jason Kidd', 'Dirk Nowitzki', 'Erick Dampier']",True,"['J.J. Barea', 'Jason Terry', 'Jason Kidd', 'Dirk Nowitzki', 'Erick Dampier']",True,"['Brandon Bass', 'James Singleton', 'J.J. Barea', 'Jason Terry', 'Jason Kidd', 'Dirk Nowitzki', 'Erick Dampier']",True,"['Devean George', 'Josh Howard', 'Antoine Wright', 'Brandon Bass', 'James Singleton', 'J.J. Barea', 'Jason Terry', 'Jason Kidd', 'Dirk Nowitzki', 'Erick Dampier']",True
Randy Foye,Randy Foye,"['Rodney Carney', 'Kevin Love', 'Randy Foye']",True,"['Corey Brewer', 'Mike Miller', 'Rodney Carney', 'Kevin Love', 'Randy Foye']",True,"['Ryan Gomes', 'Luke Ridnour', 'Corey Brewer', 'Mike Miller', 'Rodney Carney', 'Kevin Love', 'Randy Foye']",True,"['Marko Jaric', 'Josh Smith', 'Joe Johnson', 'Ryan Gomes', 'Luke Ridnour', 'Corey Brewer', 'Mike Miller', 'Rodney Carney', 'Kevin Love', 'Randy Foye']",True
Anthony Morrow,David Lee,"['Kelenna Azubuike', 'Corey Maggette', 'David Lee']",False,"['Anthony Randolph', 'Monta Ellis', 'Kelenna Azubuike', 'Corey Maggette', 'David Lee']",False,"['Anthony Morrow', 'Andris Biedrins', 'Anthony Randolph', 'Monta Ellis', 'Kelenna Azubuike', 'Corey Maggette', 'David Lee']",True,"['Ronny Turiaf', 'Jamal Crawford', 'C.J. Watson', 'Anthony Morrow', 'Andris Biedrins', 'Anthony Randolph', 'Monta Ellis', 'Kelenna Azubuike', 'Corey Maggette', 'David Lee']",True
Keith Bogans,Luc Mbah a Moute,"['Ramon Sessions', 'Luke Ridnour', 'Luc Mbah a Moute']",False,"['Francisco Elson', 'Keith Bogans', 'Ramon Sessions', 'Luke Ridnour', 'Luc Mbah a Moute']",True,"['Michael Redd', 'Charlie Villanueva', 'Francisco Elson', 'Keith Bogans', 'Ramon Sessions', 'Luke Ridnour', 'Luc Mbah a Moute']",True,"['Joe Johnson', 'Ersan Ilyasova', 'Charlie Bell', 'Michael Redd', 'Charlie Villanueva', 'Francisco Elson', 'Keith Bogans', 'Ramon Sessions', 'Luke Ridnour', 'Luc Mbah a Moute']",True
Ronald Murray,Zaza Pachulia,"['Vince Carter', 'Trevor Ariza', 'Zaza Pachulia']",False,"['Wilson Chandler', 'Tyreke Evans', 'Vince Carter', 'Trevor Ariza', 'Zaza Pachulia']",False,"['Joe Johnson', 'Tyson Chandler', 'Wilson Chandler', 'Tyreke Evans', 'Vince Carter', 'Trevor Ariza', 'Zaza Pachulia']",False,"['Paul Millsap', 'Rashard Lewis', 'Josh Smith', 'Joe Johnson', 'Tyson Chandler', 'Wilson Chandler', 'Tyreke Evans', 'Vince Carter', 'Trevor Ariza', 'Zaza Pachulia']",False
Dominic McGuire,Caron Butler,"['Nick Young', 'Antawn Jamison', 'Caron Butler']",False,"['DeShawn Stevenson', 'Dominic McGuire', 'Nick Young', 'Antawn Jamison', 'Caron Butler']",True,"['JaVale McGee', 'Darius Songaila', 'DeShawn Stevenson', 'Dominic McGuire', 'Nick Young', 'Antawn Jamison', 'Caron Butler']",True,"['John Wall', 'Juan Dixon', 'Javaris Crittenton', 'JaVale McGee', 'Darius Songaila', 'DeShawn Stevenson', 'Dominic McGuire', 'Nick Young', 'Antawn Jamison', 'Caron Butler']",True
Thabo Sefolosha,Tyrus Thomas,"['Thabo Sefolosha', 'Luol Deng', 'Tyrus Thomas']",True,"['Kirk Hinrich', 'Taj Gibson', 'Thabo Sefolosha', 'Luol Deng', 'Tyrus Thomas']",True,"['Tim Thomas', 'Joakim Noah', 'Kirk Hinrich', 'Taj Gibson', 'Thabo Sefolosha', 'Luol Deng', 'Tyrus Thomas']",True,"['Lindsey Hunter', 'Derrick Rose', 'P.J. Brown', 'Tim Thomas', 'Joakim Noah', 'Kirk Hinrich', 'Taj Gibson', 'Thabo Sefolosha', 'Luol Deng', 'Tyrus Thomas']",True
Ronnie Brewer,Ronnie Brewer,"['Ronnie Price', 'Paul Millsap', 'Ronnie Brewer']",True,"['Trey Burke', 'Mehmet Okur', 'Ronnie Price', 'Paul Millsap', 'Ronnie Brewer']",True,"['Matt Harpring', 'Deron Williams', 'Trey Burke', 'Mehmet Okur', 'Ronnie Price', 'Paul Millsap', 'Ronnie Brewer']",True,"['Gordon Hayward', 'Kyle Korver', 'Raja Bell', 'Matt Harpring', 'Deron Williams', 'Trey Burke', 'Mehmet Okur', 'Ronnie Price', 'Paul Millsap', 'Ronnie Brewer']",True
Anthony Johnson,Anthony Johnson,"['Courtney Lee', 'Dwight Howard', 'Anthony Johnson']",True,"['Jameer Nelson', 'Hedo Turkoglu', 'Courtney Lee', 'Dwight Howard', 'Anthony Johnson']",True,"['Arron Afflalo', 'J.J. Redick', 'Jameer Nelson', 'Hedo Turkoglu', 'Courtney Lee', 'Dwight Howard', 'Anthony Johnson']",True,"['Andrew Nicholson', 'Chris Duhon', 'Darko Milicic', 'Arron Afflalo', 'J.J. Redick', 'Jameer Nelson', 'Hedo Turkoglu', 'Courtney Lee', 'Dwight Howard', 'Anthony Johnson']",True
Russell Westbrook,Russell Westbrook,"['Nick Collison', 'Kevin Durant', 'Russell Westbrook']",True,"['Serge Ibaka', 'Thabo Sefolosha', 'Nick Collison', 'Kevin Durant', 'Russell Westbrook']",True,"['Desmond Mason', 'Jeff Green', 'Serge Ibaka', 'Thabo Sefolosha', 'Nick Collison', 'Kevin Durant', 'Russell Westbrook']",True,"['Earl Watson', 'Shaun Livingston', 'Nenad Krstic', 'Desmond Mason', 'Jeff Green', 'Serge Ibaka', 'Thabo Sefolosha', 'Nick Collison', 'Kevin Durant', 'Russell Westbrook']",True
Nick Collison,Russell Westbrook,"['Nick Collison', 'Thabo Sefolosha', 'Russell Westbrook']",True,"['Serge Ibaka', 'Kevin Durant', 'Nick Collison', 'Thabo Sefolosha', 'Russell Westbrook']",True,"['Kyle Weaver', 'Jeff Green', 'Serge Ibaka', 'Kevin Durant', 'Nick Collison', 'Thabo Sefolosha', 'Russell Westbrook']",True,"['Shaun Livingston', 'Robert Swift', 'Nenad Krstic', 'Kyle Weaver', 'Jeff Green', 'Serge Ibaka', 'Kevin Durant', 'Nick Collison', 'Thabo Sefolosha', 'Russell Westbrook']",True
Nick Collison,Kevin Durant,"['Jeff Green', 'Nenad Krstic', 'Kevin Durant']",False,"['Russell Westbrook', 'Nick Collison', 'Jeff Green', 'Nenad Krstic', 'Kevin Durant']",True,"['Earl Watson', 'Kyle Weaver', 'Russell Westbrook', 'Nick Collison', 'Jeff Green', 'Nenad Krstic', 'Kevin Durant']",True,"['Serge Ibaka', 'Kendrick Perkins', 'Desmond Mason', 'Earl Watson', 'Kyle Weaver', 'Russell Westbrook', 'Nick Collison', 'Jeff Green', 'Nenad Krstic', 'Kevin Durant']",True
Matt Harpring,Paul Millsap,"['Deron Williams', 'Mehmet Okur', 'Paul Millsap']",False,"['Kyle Korver', 'Matt Harpring', 'Deron Williams', 'Mehmet Okur', 'Paul Millsap']",True,"['Carlos Boozer', 'Gordon Hayward', 'Kyle Korver', 'Matt Harpring', 'Deron Williams', 'Mehmet Okur', 'Paul Millsap']",True,"['Enes Kanter', 'Derrick Favors', 'Ronnie Brewer', 'Carlos Boozer', 'Gordon Hayward', 'Kyle Korver', 'Matt Harpring', 'Deron Williams', 'Mehmet Okur', 'Paul Millsap']",True
Steve Novak,Tim Thomas,"['Zach Randolph', 'Eric Gordon', 'Tim Thomas']",False,"['Steve Novak', 'Marcus Camby', 'Zach Randolph', 'Eric Gordon', 'Tim Thomas']",True,"['Ryan Gomes', 'Rasual Butler', 'Steve Novak', 'Marcus Camby', 'Zach Randolph', 'Eric Gordon', 'Tim Thomas']",True,"['DeAndre Jordan', 'Mardy Collins', 'Ricky Davis', 'Ryan Gomes', 'Rasual Butler', 'Steve Novak', 'Marcus Camby', 'Zach Randolph', 'Eric Gordon', 'Tim Thomas']",True
Thaddeus Young,Thaddeus Young,"['Samuel Dalembert', 'Lou Williams', 'Thaddeus Young']",True,"['Reggie Evans', 'Andre Iguodala', 'Samuel Dalembert', 'Lou Williams', 'Thaddeus Young']",True,"['Jrue Holiday', 'Marreese Speights', 'Reggie Evans', 'Andre Iguodala', 'Samuel Dalembert', 'Lou Williams', 'Thaddeus Young']",True,"['Spencer Hawes', 'Willie Green', 'Andre Miller', 'Jrue Holiday', 'Marreese Speights', 'Reggie Evans', 'Andre Iguodala', 'Samuel Dalembert', 'Lou Williams', 'Thaddeus Young']",True
Matt Bonner,Manu Ginobili,"['Matt Bonner', 'Michael Finley', 'Manu Ginobili']",True,"['George Hill', 'Ime Udoka', 'Matt Bonner', 'Michael Finley', 'Manu Ginobili']",True,"['Tim Duncan', 'Roger Mason', 'George Hill', 'Ime Udoka', 'Matt Bonner', 'Michael Finley', 'Manu Ginobili']",True,"['Richard Jefferson', 'Kurt Thomas', 'Bruce Bowen', 'Tim Duncan', 'Roger Mason', 'George Hill', 'Ime Udoka', 'Matt Bonner', 'Michael Finley', 'Manu Ginobili']",True
Dwyane Wade,Dwyane Wade,"['Chris Bosh', 'Daequan Cook', 'Dwyane Wade']",True,"['Chris Quinn', 'Mario Chalmers', 'Chris Bosh', 'Daequan Cook', 'Dwyane Wade']",True,"['Joel Anthony', 'Michael Beasley', 'Chris Quinn', 'Mario Chalmers', 'Chris Bosh', 'Daequan Cook', 'Dwyane Wade']",True,"['Jamaal Magloire', 'Udonis Haslem', 'Chris Andersen', 'Joel Anthony', 'Michael Beasley', 'Chris Quinn', 'Mario Chalmers', 'Chris Bosh', 'Daequan Cook', 'Dwyane Wade']",True
Ben Wallace,Daniel Gibson,"['LeBron James', 'Delonte West', 'Daniel Gibson']",False,"['Kyrie Irving', 'Mo Williams', 'LeBron James', 'Delonte West', 'Daniel Gibson']",False,"['Ben Wallace', 'Anderson Varejao', 'Kyrie Irving', 'Mo Williams', 'LeBron James', 'Delonte West', 'Daniel Gibson']",True,"['Kevin Love', 'J.J. Hickson', 'Drew Gooden', 'Ben Wallace', 'Anderson Varejao', 'Kyrie Irving', 'Mo Williams', 'LeBron James', 'Delonte West', 'Daniel Gibson']",True
Roko Ukic,Roko Ukic,"['Shawn Marion', 'Jose Calderon', 'Roko Ukic']",True,"['Will Solomon', 'Chris Bosh', 'Shawn Marion', 'Jose Calderon', 'Roko Ukic']",True,"['DeMar DeRozan', 'T.J. Ford', 'Will Solomon', 'Chris Bosh', 'Shawn Marion', 'Jose Calderon', 'Roko Ukic']",True,"['Joey Graham', 'Sonny Weems', 'Linas Kleiza', 'DeMar DeRozan', 'T.J. Ford', 'Will Solomon', 'Chris Bosh', 'Shawn Marion', 'Jose Calderon', 'Roko Ukic']",True
Matt Barnes,Leandro Barbosa,"['Jared Dudley', 'Matt Barnes', 'Leandro Barbosa']",True,"['Steve Nash', ""Shaquille O'Neal"", 'Jared Dudley', 'Matt Barnes', 'Leandro Barbosa']",True,"['Jason Richardson', 'Raja Bell', 'Steve Nash', ""Shaquille O'Neal"", 'Jared Dudley', 'Matt Barnes', 'Leandro Barbosa']",True,"['Markieff Morris', 'Grant Hill', 'Lou Amundson', 'Jason Richardson', 'Raja Bell', 'Steve Nash', ""Shaquille O'Neal"", 'Jared Dudley', 'Matt Barnes', 'Leandro Barbosa']",True
